Target Distance: 200, Step Size: 20
4842: (x,y)=(-146.141,-31.799)
4843: (x,y)=(-147.259,-30.1409)
4844: (x,y)=(-146.32,-31.9068)
4845: (x,y)=(-145.008,-33.4163)
4846: (x,y)=(-143.129,-34.1003)
4847: (x,y)=(-141.153,-34.4132)
4848: (x,y)=(-139.154,-34.3783)
4849: (x,y)=(-138.123,-32.6639)
4850: (x,y)=(-139.678,-33.9226)
4851: (x,y)=(-137.729,-33.4727)
4852: (x,y)=(-137.451,-31.4921)
4853: (x,y)=(-136.165,-29.96)
4854: (x,y)=(-134.165,-29.9251)
4855: (x,y)=(-136.056,-29.274)
4856: (x,y)=(-135.18,-31.0716)
4857: (x,y)=(-136.088,-29.2896)
4858: (x,y)=(-135.672,-27.3333)
4859: (x,y)=(-133.94,-26.3333)
4860: (x,y)=(-132.017,-25.782)
4861: (x,y)=(-131.366,-27.673)
4862: (x,y)=(-131.157,-25.684)
4863: (x,y)=(-129.408,-24.7144)
4864: (x,y)=(-130.847,-26.1037)
4865: (x,y)=(-130.637,-24.1146)
4866: (x,y)=(-128.689,-24.5646)
4867: (x,y)=(-130.347,-25.6829)
4868: (x,y)=(-128.384,-26.0646)
4869: (x,y)=(-127.18,-24.4673)
4870: (x,y)=(-128.025,-26.2799)
4871: (x,y)=(-129.055,-24.5656)
4872: (x,y)=(-127.075,-24.8439)
4873: (x,y)=(-127.951,-26.6415)
4874: (x,y)=(-129.648,-27.7013)
4875: (x,y)=(-129.891,-29.6864)
4876: (x,y)=(-130.375,-31.627)
4877: (x,y)=(-128.643,-32.627)
4878: (x,y)=(-129.127,-34.5676)
4879: (x,y)=(-127.713,-33.1534)
4880: (x,y)=(-128.652,-31.3875)
4881: (x,y)=(-130.621,-31.0402)
4882: (x,y)=(-129.591,-32.7545)
4883: (x,y)=(-128.416,-34.3726)
4884: (x,y)=(-127.966,-32.4238)
4885: (x,y)=(-129.922,-32.008)
4886: (x,y)=(-129.173,-33.8624)
4887: (x,y)=(-130.431,-32.3081)
4888: (x,y)=(-129.523,-34.0901)
4889: (x,y)=(-130.523,-32.358)
4890: (x,y)=(-132.391,-33.0748)
4891: (x,y)=(-134.258,-33.7915)
4892: (x,y)=(-135.039,-31.9505)
4893: (x,y)=(-135.723,-33.8299)
4894: (x,y)=(-135.723,-35.8299)
4895: (x,y)=(-137.625,-35.2119)
4896: (x,y)=(-135.929,-36.2717)
4897: (x,y)=(-135.412,-38.2036)
4898: (x,y)=(-133.773,-39.3507)
4899: (x,y)=(-132.834,-41.1166)
4900: (x,y)=(-131.138,-42.1764)
4901: (x,y)=(-130.454,-44.0558)
4902: (x,y)=(-128.672,-43.1478)
4903: (x,y)=(-127.497,-44.7659)
4904: (x,y)=(-126.378,-46.424)
4905: (x,y)=(-124.487,-45.7728)
4906: (x,y)=(-122.869,-44.5972)
4907: (x,y)=(-122.974,-46.5945)
4908: (x,y)=(-124.205,-45.0185)
4909: (x,y)=(-122.947,-43.4642)
4910: (x,y)=(-121.134,-42.619)
4911: (x,y)=(-121.752,-40.7168)
4912: (x,y)=(-119.752,-40.6819)
4913: (x,y)=(-121.75,-40.7866)
4914: (x,y)=(-123.499,-41.7562)
4915: (x,y)=(-123.152,-39.7866)
4916: (x,y)=(-122.37,-37.9456)
4917: (x,y)=(-123.856,-39.2839)
4918: (x,y)=(-121.944,-39.8686)
4919: (x,y)=(-119.987,-40.2844)
4920: (x,y)=(-120.231,-38.2993)
4921: (x,y)=(-120.613,-36.3361)
4922: (x,y)=(-121.844,-34.7601)
4923: (x,y)=(-121.809,-36.7598)
4924: (x,y)=(-123.575,-35.8208)
4925: (x,y)=(-123.401,-33.8284)
4926: (x,y)=(-125.019,-35.004)
4927: (x,y)=(-127.004,-34.7603)
4928: (x,y)=(-125.023,-35.0386)
4929: (x,y)=(-125.993,-36.7878)
4930: (x,y)=(-124.091,-37.4059)
4931: (x,y)=(-124.676,-39.3185)
4932: (x,y)=(-122.774,-38.7005)
4933: (x,y)=(-124.749,-38.3876)
4934: (x,y)=(-126.671,-38.9389)
4935: (x,y)=(-125.117,-40.1975)
4936: (x,y)=(-123.479,-39.0503)
4937: (x,y)=(-124.682,-37.4531)
4938: (x,y)=(-126.523,-38.2345)
4939: (x,y)=(-125.742,-40.0755)
4940: (x,y)=(-123.742,-40.1105)
4941: (x,y)=(-124.556,-38.2834)
4942: (x,y)=(-125.525,-36.5341)
4943: (x,y)=(-127.506,-36.2558)
4944: (x,y)=(-126.33,-37.8738)
4945: (x,y)=(-128.253,-38.4251)
4946: (x,y)=(-129.283,-40.1394)
4947: (x,y)=(-130.514,-38.5634)
4948: (x,y)=(-132.192,-37.4741)
4949: (x,y)=(-134.172,-37.1958)
4950: (x,y)=(-135.635,-35.8318)
4951: (x,y)=(-136.665,-34.1174)
4952: (x,y)=(-136.249,-36.0737)
4953: (x,y)=(-134.26,-36.2828)
4954: (x,y)=(-132.311,-36.7327)
4955: (x,y)=(-131.964,-34.7631)
4956: (x,y)=(-133.053,-33.0857)
4957: (x,y)=(-133.899,-31.2731)
4958: (x,y)=(-132.667,-29.6971)
4959: (x,y)=(-130.672,-29.5576)
4960: (x,y)=(-128.89,-28.6496)
4961: (x,y)=(-127.358,-29.9352)
4962: (x,y)=(-127.149,-31.9242)
4963: (x,y)=(-125.152,-32.0289)
4964: (x,y)=(-124.213,-33.7948)
4965: (x,y)=(-125.81,-34.9984)
4966: (x,y)=(-127.807,-34.8938)
4967: (x,y)=(-126.495,-36.4032)
4968: (x,y)=(-127.046,-34.4806)
4969: (x,y)=(-128.664,-35.6562)
4970: (x,y)=(-129.812,-37.2945)
4971: (x,y)=(-130.295,-39.2351)
4972: (x,y)=(-131.265,-37.4859)
4973: (x,y)=(-131.474,-35.4968)
4974: (x,y)=(-130.757,-37.364)
4975: (x,y)=(-131.905,-35.7257)
4976: (x,y)=(-133.861,-36.1415)
4977: (x,y)=(-135.092,-34.5655)
4978: (x,y)=(-136.858,-35.5044)
4979: (x,y)=(-138.434,-36.7358)
4980: (x,y)=(-140.434,-36.7707)
4981: (x,y)=(-138.435,-36.7009)
4982: (x,y)=(-136.758,-35.6116)
4983: (x,y)=(-136.479,-33.631)
4984: (x,y)=(-135.115,-35.0938)
4985: (x,y)=(-135.799,-36.9731)
4986: (x,y)=(-137.457,-35.8548)
4987: (x,y)=(-136.644,-37.6818)
4988: (x,y)=(-138.302,-36.5635)
4989: (x,y)=(-139.449,-38.2018)
4990: (x,y)=(-139.623,-40.1942)
4991: (x,y)=(-141.062,-41.5835)
4992: (x,y)=(-141.512,-39.6347)
4993: (x,y)=(-139.763,-40.6043)
4994: (x,y)=(-141.381,-41.7799)
4995: (x,y)=(-142.032,-43.671)
4996: (x,y)=(-140.119,-43.0862)
4997: (x,y)=(-141.974,-43.8354)
4998: (x,y)=(-143.969,-43.9749)
4999: (x,y)=(-142.765,-45.5722)
5000: (x,y)=(-141.127,-46.7194)
5001: (x,y)=(-141.577,-44.7706)
5002: (x,y)=(-142.941,-46.2333)
5003: (x,y)=(-143.526,-44.3207)
5004: (x,y)=(-144.757,-42.7447)
5005: (x,y)=(-144.548,-44.7337)
5006: (x,y)=(-142.681,-45.4505)
5007: (x,y)=(-143.397,-43.5833)
5008: (x,y)=(-145.225,-44.3968)
5009: (x,y)=(-144.194,-42.6825)
5010: (x,y)=(-145.48,-41.1504)
5011: (x,y)=(-147.138,-42.2688)
5012: (x,y)=(-148.951,-41.4235)
5013: (x,y)=(-147.138,-40.5783)
5014: (x,y)=(-145.826,-39.0689)
5015: (x,y)=(-144.077,-38.0992)
5016: (x,y)=(-142.713,-39.562)
5017: (x,y)=(-141.427,-38.0299)
5018: (x,y)=(-140.977,-36.0811)
5019: (x,y)=(-142.972,-36.2206)
5020: (x,y)=(-143.112,-34.2255)
5021: (x,y)=(-141.245,-33.5088)
5022: (x,y)=(-139.758,-34.847)
5023: (x,y)=(-141.707,-35.2969)
5024: (x,y)=(-143.63,-35.8482)
5025: (x,y)=(-143.525,-37.8455)
5026: (x,y)=(-144.339,-36.0184)
5027: (x,y)=(-142.369,-36.3657)
5028: (x,y)=(-141.524,-38.1783)
5029: (x,y)=(-141.454,-40.1771)
5030: (x,y)=(-140.903,-38.2545)
5031: (x,y)=(-141.684,-40.0956)
5032: (x,y)=(-140.654,-38.3812)
5033: (x,y)=(-141.743,-36.7039)
5034: (x,y)=(-143.055,-35.1945)
5035: (x,y)=(-143.09,-37.1942)
5036: (x,y)=(-144.577,-35.8559)
5037: (x,y)=(-146.54,-36.2375)
5038: (x,y)=(-147.024,-34.2969)
5039: (x,y)=(-149.021,-34.1923)
5040: (x,y)=(-149.672,-32.3012)
5041: (x,y)=(-150.223,-34.2237)
5042: (x,y)=(-151.283,-35.9198)
5043: (x,y)=(-149.845,-34.5305)
5044: (x,y)=(-151.814,-34.1832)
5045: (x,y)=(-153.694,-34.8673)
5046: (x,y)=(-153.903,-36.8563)
5047: (x,y)=(-152.416,-35.518)
5048: (x,y)=(-150.436,-35.7964)
5049: (x,y)=(-152.416,-36.0747)
5050: (x,y)=(-154.243,-36.8882)
5051: (x,y)=(-155.921,-37.9775)
5052: (x,y)=(-154.108,-38.8227)
5053: (x,y)=(-153.557,-36.9002)
5054: (x,y)=(-152.587,-35.151)
5055: (x,y)=(-152.002,-37.0636)
5056: (x,y)=(-153.557,-38.3222)
5057: (x,y)=(-152.587,-40.0714)
5058: (x,y)=(-153.432,-38.2588)
5059: (x,y)=(-154.182,-36.4045)
5060: (x,y)=(-155.736,-37.6631)
5061: (x,y)=(-157.721,-37.9068)
5062: (x,y)=(-158.721,-36.1748)
5063: (x,y)=(-156.88,-36.9563)
5064: (x,y)=(-156.131,-35.1019)
5065: (x,y)=(-156.235,-33.1046)
5066: (x,y)=(-157.325,-31.4273)
5067: (x,y)=(-158.922,-30.2237)
5068: (x,y)=(-157.304,-29.0481)
5069: (x,y)=(-158.021,-27.1809)
5070: (x,y)=(-160.02,-27.146)
5071: (x,y)=(-159.503,-29.0779)
5072: (x,y)=(-157.885,-30.2534)
5073: (x,y)=(-156.353,-28.9679)
5074: (x,y)=(-156.7,-30.9375)
5075: (x,y)=(-156.456,-28.9524)
5076: (x,y)=(-156.561,-26.9551)
5077: (x,y)=(-156.214,-24.9855)
5078: (x,y)=(-155.038,-23.3675)
5079: (x,y)=(-154.52,-21.4356)
5080: (x,y)=(-153.836,-19.5562)
5081: (x,y)=(-155.829,-19.3819)
5082: (x,y)=(-155.447,-17.4187)
5083: (x,y)=(-157.417,-17.766)
5084: (x,y)=(-157.208,-19.755)
5085: (x,y)=(-156.556,-21.6461)
5086: (x,y)=(-156.661,-19.6488)
5087: (x,y)=(-154.864,-18.7721)
5088: (x,y)=(-153.246,-17.5965)
5089: (x,y)=(-151.314,-17.0788)
5090: (x,y)=(-152.283,-18.8281)
5091: (x,y)=(-153,-16.9609)
5092: (x,y)=(-152.55,-15.0122)
5093: (x,y)=(-151.238,-13.5028)
5094: (x,y)=(-151.722,-15.4434)
5095: (x,y)=(-150.546,-17.0614)
5096: (x,y)=(-148.97,-18.2927)
5097: (x,y)=(-147.739,-19.8687)
5098: (x,y)=(-149.435,-20.9286)
5099: (x,y)=(-148.527,-22.7106)
5100: (x,y)=(-150.497,-23.0579)
5101: (x,y)=(-151.048,-24.9804)
5102: (x,y)=(-151.048,-22.9804)
5103: (x,y)=(-151.222,-24.9728)
5104: (x,y)=(-153.102,-24.2888)
5105: (x,y)=(-151.132,-23.9415)
5106: (x,y)=(-152.279,-22.3032)
5107: (x,y)=(-151.279,-20.5711)
5108: (x,y)=(-150.628,-22.4621)
5109: (x,y)=(-148.801,-23.2756)
5110: (x,y)=(-148.351,-25.2244)
5111: (x,y)=(-146.351,-25.2593)
5112: (x,y)=(-148.178,-24.4458)
5113: (x,y)=(-147.148,-22.7315)
5114: (x,y)=(-149.05,-23.3495)
5115: (x,y)=(-147.102,-23.7994)
5116: (x,y)=(-149.091,-23.5903)
5117: (x,y)=(-151.08,-23.7994)
5118: (x,y)=(-149.178,-24.4174)
5119: (x,y)=(-148.27,-26.1994)
5120: (x,y)=(-150.21,-25.7156)
5121: (x,y)=(-149.897,-27.691)
5122: (x,y)=(-147.905,-27.5167)
5123: (x,y)=(-146.674,-29.0927)
5124: (x,y)=(-145.614,-30.7888)
5125: (x,y)=(-143.996,-31.9643)
5126: (x,y)=(-144.343,-29.9947)
5127: (x,y)=(-146.001,-28.8763)
5128: (x,y)=(-144.716,-27.3443)
5129: (x,y)=(-146.482,-28.2832)
5130: (x,y)=(-145.732,-30.1376)
5131: (x,y)=(-144.763,-31.8868)
5132: (x,y)=(-142.95,-31.0416)
5133: (x,y)=(-144.777,-30.2281)
5134: (x,y)=(-146.526,-29.2585)
5135: (x,y)=(-147.839,-30.7679)
5136: (x,y)=(-147.423,-32.7242)
5137: (x,y)=(-149.155,-33.7242)
5138: (x,y)=(-147.179,-34.0371)
5139: (x,y)=(-148.777,-32.8334)
5140: (x,y)=(-150.668,-32.1823)
5141: (x,y)=(-152.286,-31.0067)
5142: (x,y)=(-150.571,-29.9766)
5143: (x,y)=(-149.79,-31.8177)
5144: (x,y)=(-151.276,-30.4794)
5145: (x,y)=(-150.187,-28.8021)
5146: (x,y)=(-152.186,-28.7323)
5147: (x,y)=(-151.186,-30.4643)
5148: (x,y)=(-149.42,-29.5254)
5149: (x,y)=(-147.529,-30.1765)
5150: (x,y)=(-145.997,-28.8909)
5151: (x,y)=(-145.313,-27.0115)
5152: (x,y)=(-143.314,-26.9417)
5153: (x,y)=(-142.11,-28.539)
5154: (x,y)=(-144.067,-28.9548)
5155: (x,y)=(-142.135,-28.4372)
5156: (x,y)=(-140.233,-29.0552)
5157: (x,y)=(-138.353,-28.3712)
5158: (x,y)=(-136.354,-28.3014)
5159: (x,y)=(-137.385,-26.5871)
5160: (x,y)=(-139.382,-26.6917)
5161: (x,y)=(-138.797,-24.7791)
5162: (x,y)=(-138.048,-22.9248)
5163: (x,y)=(-139.762,-21.8947)
5164: (x,y)=(-141.316,-20.636)
5165: (x,y)=(-139.475,-19.8546)
5166: (x,y)=(-138.137,-21.3409)
5167: (x,y)=(-140.137,-21.306)
5168: (x,y)=(-141.312,-22.924)
5169: (x,y)=(-142.372,-21.2279)
5170: (x,y)=(-143.491,-22.886)
5171: (x,y)=(-144.609,-24.544)
5172: (x,y)=(-143.639,-26.2933)
5173: (x,y)=(-144.871,-24.7173)
5174: (x,y)=(-146.447,-25.9486)
5175: (x,y)=(-146.447,-27.9486)
5176: (x,y)=(-147.909,-29.3126)
5177: (x,y)=(-149.789,-29.9966)
5178: (x,y)=(-151.386,-31.2003)
5179: (x,y)=(-151.595,-29.2112)
5180: (x,y)=(-149.683,-29.796)
5181: (x,y)=(-149.787,-31.7932)
5182: (x,y)=(-150.664,-33.5908)
5183: (x,y)=(-148.732,-33.0732)
5184: (x,y)=(-147.223,-34.3853)
5185: (x,y)=(-148.82,-35.5889)
5186: (x,y)=(-147.007,-34.7437)
5187: (x,y)=(-145.669,-33.2574)
5188: (x,y)=(-147.365,-32.1975)
5189: (x,y)=(-146.52,-34.0102)
5190: (x,y)=(-144.641,-33.3261)
5191: (x,y)=(-142.7,-32.8423)
5192: (x,y)=(-144.697,-32.947)
5193: (x,y)=(-142.775,-32.3957)
5194: (x,y)=(-144.284,-33.7078)
5195: (x,y)=(-143.471,-35.5349)
5196: (x,y)=(-145.22,-36.5045)
5197: (x,y)=(-144.635,-34.5919)
5198: (x,y)=(-145.894,-36.1462)
5199: (x,y)=(-143.992,-35.5282)
5200: (x,y)=(-145.63,-36.6753)
5201: (x,y)=(-146.66,-34.961)
5202: (x,y)=(-144.711,-35.4109)
5203: (x,y)=(-143.995,-37.278)
5204: (x,y)=(-142.014,-37.5564)
5205: (x,y)=(-144.006,-37.7307)
5206: (x,y)=(-142.05,-37.3149)
5207: (x,y)=(-143.782,-38.3149)
5208: (x,y)=(-145.767,-38.5586)
5209: (x,y)=(-144.403,-40.0213)
5210: (x,y)=(-142.408,-39.8818)
5211: (x,y)=(-144.174,-40.8207)
5212: (x,y)=(-142.862,-42.3302)
5213: (x,y)=(-144.539,-41.2409)
5214: (x,y)=(-144.748,-43.2299)
5215: (x,y)=(-142.857,-43.8811)
5216: (x,y)=(-141.281,-42.6497)
5217: (x,y)=(-140.831,-44.5985)
5218: (x,y)=(-138.846,-44.3547)
5219: (x,y)=(-139.66,-46.1818)
5220: (x,y)=(-141.298,-45.0347)
5221: (x,y)=(-142.712,-43.6205)
5222: (x,y)=(-144.31,-44.8241)
5223: (x,y)=(-145.485,-46.4421)
5224: (x,y)=(-147.387,-45.8241)
5225: (x,y)=(-145.769,-46.9997)
5226: (x,y)=(-147.754,-46.7559)
5227: (x,y)=(-149.749,-46.6164)
5228: (x,y)=(-147.809,-46.1326)
5229: (x,y)=(-149.295,-44.7943)
5230: (x,y)=(-148.578,-46.6615)
5231: (x,y)=(-149.028,-48.6102)
5232: (x,y)=(-147.216,-47.765)
5233: (x,y)=(-145.684,-46.4794)
5234: (x,y)=(-144.221,-45.1154)
5235: (x,y)=(-142.229,-45.2897)
5236: (x,y)=(-142.124,-43.2925)
5237: (x,y)=(-144.064,-43.7763)
5238: (x,y)=(-142.332,-42.7763)
5239: (x,y)=(-141.951,-44.7396)
5240: (x,y)=(-143.182,-43.1635)
5241: (x,y)=(-141.696,-41.8253)
5242: (x,y)=(-143.523,-41.0118)
5243: (x,y)=(-144.67,-39.3735)
5244: (x,y)=(-143.466,-40.9708)
5245: (x,y)=(-145.436,-41.3181)
5246: (x,y)=(-146.99,-40.0594)
5247: (x,y)=(-146.886,-38.0622)
5248: (x,y)=(-148.826,-37.5783)
5249: (x,y)=(-149.543,-39.4455)
5250: (x,y)=(-151.075,-38.1599)
5251: (x,y)=(-152.888,-37.3147)
5252: (x,y)=(-154.82,-36.797)
5253: (x,y)=(-153.616,-38.3943)
5254: (x,y)=(-151.789,-39.2078)
5255: (x,y)=(-149.934,-38.4586)
5256: (x,y)=(-151.927,-38.6329)
5257: (x,y)=(-149.964,-39.0145)
5258: (x,y)=(-148.934,-40.7288)
5259: (x,y)=(-147.424,-39.4167)
5260: (x,y)=(-149.399,-39.1038)
5261: (x,y)=(-147.867,-37.8183)
5262: (x,y)=(-149.563,-38.8781)
5263: (x,y)=(-150.28,-40.7453)
5264: (x,y)=(-151.062,-38.9043)
5265: (x,y)=(-152.548,-40.2425)
5266: (x,y)=(-150.75,-41.1193)
5267: (x,y)=(-152.563,-41.9645)
5268: (x,y)=(-153.794,-40.3885)
5269: (x,y)=(-152.028,-39.4495)
5270: (x,y)=(-153.515,-40.7878)
5271: (x,y)=(-155.091,-42.0191)
5272: (x,y)=(-154.882,-40.0301)
5273: (x,y)=(-154.638,-42.0152)
5274: (x,y)=(-153.987,-40.1241)
5275: (x,y)=(-155.134,-38.4858)
5276: (x,y)=(-156.223,-36.8085)
5277: (x,y)=(-158.078,-37.5577)
5278: (x,y)=(-156.328,-38.5273)
5279: (x,y)=(-154.516,-39.3725)
5280: (x,y)=(-155.747,-40.9486)
5281: (x,y)=(-153.747,-40.9137)
5282: (x,y)=(-153.163,-42.8263)
5283: (x,y)=(-153.814,-40.9352)
5284: (x,y)=(-155.762,-40.4853)
5285: (x,y)=(-157.295,-39.1998)
5286: (x,y)=(-159.27,-38.8869)
5287: (x,y)=(-158.152,-40.545)
5288: (x,y)=(-158.499,-42.5146)
5289: (x,y)=(-156.504,-42.3751)
5290: (x,y)=(-157.188,-40.4957)
5291: (x,y)=(-159.137,-40.9456)
5292: (x,y)=(-157.161,-40.6327)
5293: (x,y)=(-155.523,-41.7799)
5294: (x,y)=(-155.767,-39.7948)
5295: (x,y)=(-154.591,-41.4128)
5296: (x,y)=(-156.188,-40.2092)
5297: (x,y)=(-157.278,-38.5318)
5298: (x,y)=(-156.828,-40.4806)
5299: (x,y)=(-155.17,-39.3622)
5300: (x,y)=(-156.534,-37.8995)
5301: (x,y)=(-157.118,-39.8121)
5302: (x,y)=(-158.796,-40.9014)
5303: (x,y)=(-156.82,-41.2142)
5304: (x,y)=(-154.888,-40.6966)
5305: (x,y)=(-154.473,-42.6529)
5306: (x,y)=(-154.091,-40.6896)
5307: (x,y)=(-155.97,-41.3737)
5308: (x,y)=(-154.293,-40.2844)
5309: (x,y)=(-152.318,-39.9715)
5310: (x,y)=(-153.465,-41.6098)
5311: (x,y)=(-153.291,-43.6022)
5312: (x,y)=(-152.541,-41.7479)
5313: (x,y)=(-150.903,-42.895)
5314: (x,y)=(-152.5,-41.6914)
5315: (x,y)=(-154.5,-41.7263)
5316: (x,y)=(-155.963,-43.0903)
5317: (x,y)=(-154.15,-42.2451)
5318: (x,y)=(-155.12,-43.9943)
5319: (x,y)=(-155.329,-42.0052)
5320: (x,y)=(-153.597,-43.0052)
5321: (x,y)=(-152.72,-41.2077)
5322: (x,y)=(-151.006,-40.1776)
5323: (x,y)=(-149.274,-41.1776)
5324: (x,y)=(-147.433,-40.3961)
5325: (x,y)=(-146.814,-38.494)
5326: (x,y)=(-146.331,-36.5534)
5327: (x,y)=(-145.847,-38.494)
5328: (x,y)=(-146.432,-36.5814)
5329: (x,y)=(-145.313,-34.9233)
5330: (x,y)=(-146.252,-36.6892)
5331: (x,y)=(-147.666,-35.275)
5332: (x,y)=(-149.03,-36.7377)
5333: (x,y)=(-147.045,-36.494)
5334: (x,y)=(-145.05,-36.6335)
5335: (x,y)=(-147.02,-36.9808)
5336: (x,y)=(-148.596,-38.2121)
5337: (x,y)=(-150.378,-39.1201)
5338: (x,y)=(-148.408,-38.7728)
5339: (x,y)=(-147.79,-36.8707)
5340: (x,y)=(-147.239,-34.9482)
5341: (x,y)=(-148.084,-33.1355)
5342: (x,y)=(-146.087,-33.0309)
5343: (x,y)=(-145.338,-31.1765)
5344: (x,y)=(-147.301,-30.7949)
5345: (x,y)=(-145.535,-29.8559)
5346: (x,y)=(-143.546,-29.6469)
5347: (x,y)=(-145.223,-28.5576)
5348: (x,y)=(-147.222,-28.6274)
5349: (x,y)=(-145.281,-29.1112)
5350: (x,y)=(-143.996,-27.5792)
5351: (x,y)=(-145.435,-26.1898)
5352: (x,y)=(-144.951,-28.1304)
5353: (x,y)=(-143.441,-26.8183)
5354: (x,y)=(-141.456,-26.5746)
5355: (x,y)=(-143.441,-26.8183)
5356: (x,y)=(-145.173,-25.8183)
5357: (x,y)=(-146.831,-24.6999)
5358: (x,y)=(-145.066,-25.6389)
5359: (x,y)=(-144.252,-27.466)
5360: (x,y)=(-143.802,-29.4147)
5361: (x,y)=(-145.802,-29.4147)
5362: (x,y)=(-144.772,-27.7004)
5363: (x,y)=(-146.369,-26.4967)
5364: (x,y)=(-144.587,-27.4047)
5365: (x,y)=(-146.528,-27.8886)
5366: (x,y)=(-144.543,-28.1323)
5367: (x,y)=(-145.543,-29.8644)
5368: (x,y)=(-147.543,-29.8644)
5369: (x,y)=(-145.544,-29.9342)
5370: (x,y)=(-145.684,-31.9293)
5371: (x,y)=(-145.788,-33.9265)
5372: (x,y)=(-144.699,-32.2492)
5373: (x,y)=(-143.213,-33.5875)
5374: (x,y)=(-145.188,-33.9003)
5375: (x,y)=(-146.846,-32.7819)
5376: (x,y)=(-147.876,-34.4963)
5377: (x,y)=(-149.339,-35.8603)
5378: (x,y)=(-147.342,-35.7556)
5379: (x,y)=(-148.401,-37.4517)
5380: (x,y)=(-146.445,-37.0359)
5381: (x,y)=(-144.618,-36.2224)
5382: (x,y)=(-146.617,-36.2922)
5383: (x,y)=(-145.131,-37.6305)
5384: (x,y)=(-143.416,-38.6605)
5385: (x,y)=(-141.589,-39.474)
5386: (x,y)=(-143.545,-39.0582)
5387: (x,y)=(-141.678,-39.7749)
5388: (x,y)=(-140.994,-37.8955)
5389: (x,y)=(-139.062,-38.4132)
5390: (x,y)=(-137.131,-38.9308)
5391: (x,y)=(-135.131,-38.8959)
5392: (x,y)=(-137.12,-39.105)
5393: (x,y)=(-136.738,-37.1417)
5394: (x,y)=(-138.593,-36.3925)
5395: (x,y)=(-140.055,-35.0285)
5396: (x,y)=(-140.573,-33.0966)
5397: (x,y)=(-140.089,-35.0372)
5398: (x,y)=(-140.089,-37.0372)
5399: (x,y)=(-142.074,-36.7935)
5400: (x,y)=(-141.97,-34.7962)
5401: (x,y)=(-143.702,-33.7962)
5402: (x,y)=(-141.713,-33.5872)
5403: (x,y)=(-140.996,-35.4543)
5404: (x,y)=(-141.904,-37.2364)
5405: (x,y)=(-140.138,-36.2974)
5406: (x,y)=(-139.553,-38.21)
5407: (x,y)=(-140.461,-36.428)
5408: (x,y)=(-139.584,-38.2256)
5409: (x,y)=(-138.17,-36.8114)
5410: (x,y)=(-139.109,-35.0455)
5411: (x,y)=(-137.282,-34.232)
5412: (x,y)=(-139.048,-33.2931)
5413: (x,y)=(-140.686,-32.1459)
5414: (x,y)=(-142.499,-32.9912)
5415: (x,y)=(-142.569,-30.9924)
5416: (x,y)=(-143.508,-32.7583)
5417: (x,y)=(-143.299,-30.7692)
5418: (x,y)=(-145.19,-30.1181)
5419: (x,y)=(-143.44,-31.0877)
5420: (x,y)=(-142.381,-32.7838)
5421: (x,y)=(-141.762,-30.8817)
5422: (x,y)=(-139.767,-31.0212)
5423: (x,y)=(-138.191,-29.7899)
5424: (x,y)=(-136.394,-30.6666)
5425: (x,y)=(-137.991,-31.8703)
5426: (x,y)=(-138.576,-29.9576)
5427: (x,y)=(-138.092,-31.8982)
5428: (x,y)=(-137.441,-30.0072)
5429: (x,y)=(-137.615,-28.0148)
5430: (x,y)=(-139.004,-29.4535)
5431: (x,y)=(-138.795,-31.4425)
5432: (x,y)=(-137.263,-30.157)
5433: (x,y)=(-138.263,-31.889)
5434: (x,y)=(-137.088,-30.271)
5435: (x,y)=(-137.227,-28.2759)
5436: (x,y)=(-135.278,-28.7258)
5437: (x,y)=(-135.104,-26.7334)
5438: (x,y)=(-136.945,-27.5148)
5439: (x,y)=(-138.921,-27.8277)
5440: (x,y)=(-137.557,-29.2904)
5441: (x,y)=(-138.37,-31.1175)
5442: (x,y)=(-140.152,-32.0255)
5443: (x,y)=(-140.933,-33.8665)
5444: (x,y)=(-141.779,-32.0539)
5445: (x,y)=(-140.101,-33.1431)
5446: (x,y)=(-139.45,-31.2521)
5447: (x,y)=(-140.45,-32.9842)
5448: (x,y)=(-140.59,-30.989)
5449: (x,y)=(-138.723,-30.2723)
5450: (x,y)=(-140.577,-31.0215)
5451: (x,y)=(-142.49,-30.4368)
5452: (x,y)=(-141.582,-28.6548)
5453: (x,y)=(-143.409,-27.8413)
5454: (x,y)=(-143.513,-29.8385)
5455: (x,y)=(-145.354,-30.62)
5456: (x,y)=(-146.558,-29.0227)
5457: (x,y)=(-148.558,-28.9878)
5458: (x,y)=(-146.656,-28.3698)
5459: (x,y)=(-146.621,-26.3701)
5460: (x,y)=(-148.059,-24.9808)
5461: (x,y)=(-149.569,-23.6687)
5462: (x,y)=(-147.612,-23.2528)
5463: (x,y)=(-145.898,-22.2228)
5464: (x,y)=(-146.416,-20.2909)
5465: (x,y)=(-144.419,-20.1862)
5466: (x,y)=(-142.621,-19.3095)
5467: (x,y)=(-142.137,-17.3689)
5468: (x,y)=(-144.004,-16.6522)
5469: (x,y)=(-144.522,-18.584)
5470: (x,y)=(-145.961,-19.9733)
5471: (x,y)=(-147.219,-18.419)
5472: (x,y)=(-149.132,-19.0038)
5473: (x,y)=(-148.716,-20.9601)
5474: (x,y)=(-147.039,-22.0494)
5475: (x,y)=(-146.555,-23.99)
5476: (x,y)=(-147.893,-25.4762)
5477: (x,y)=(-149.747,-26.2255)
5478: (x,y)=(-150.399,-24.3344)
5479: (x,y)=(-148.4,-24.2646)
